Full,Stem,Index,Min,Max,Total,Keep,Root_Index
italian,italian,1671,0,8,94,1,
floating,float,1672,0,3,52,0,
hearth,hearth,1673,0,3,35,1,
info,info,1674,0,3,39,0,
http,http,1675,0,3,55,0,
com,com,1678,0,4,43,0,
magical,magic,1680,0,7,118,0,
won,won,1683,0,6,83,0,
exquisite,exquisit,1685,0,6,84,0,
iconic,icon,1687,0,13,200,0,
mudroom,mudroom,1688,0,3,30,1,
wash,wash,1690,0,4,58,0,
east,east,1691,0,5,58,1,
acre,acr,1693,0,8,131,1,
walkway,walkwai,1698,0,6,116,1,
soaring,soar,1700,0,3,47,0,
semi,semi,1703,0,11,188,0,
hallways,hallwai,1709,0,5,40,1,
historic,histor,1711,0,3,52,1,
kubota,kubota,1715,0,10,156,1,
forced,forc,1718,0,4,29,0,
h20,h20,1719,0,4,76,1,1334
tool,tool,1721,0,6,112,1,
equipped,equip,1722,0,6,72,0,
via,via,1724,0,4,73,0,
grade,grade,1729,0,5,92,0,
oil,oil,1733,0,4,73,1,
existing,exist,1737,0,2,39,0,
h2o,h2o,1739,0,4,52,1,
engineered,engin,1742,0,4,100,1,
stop,stop,1743,0,3,26,0,
definitely,definit,1745,0,5,84,0,
inlayed,inlai,1747,0,2,32,0,
fourth,fourth,1749,0,2,49,1,
construction,construct,1751,0,3,46,1,
materials,materi,1753,0,11,295,0,
brazilian,brazilian,1754,0,6,105,1,
award,award,1756,0,5,91,1,
winning,win,1757,0,7,89,1,
loyal,loyal,1758,0,7,102,0,
afternoons,afternoon,1760,0,7,118,1,
starter,starter,1762,0,4,66,1,
vehicles,vehicl,1763,0,6,129,1,
wainscotting,wainscot,1766,0,4,37,1,
pedestal,pedest,1767,0,6,148,1,
scenic,scenic,1769,0,4,66,1,
shilshole,shilshol,1770,0,3,25,1,
artists,artist,1771,0,2,32,1,
palette,palett,1773,0,6,159,1,
pacific,pacif,1774,0,3,41,1,
buses,buse,1777,0,3,27,1,171
hands,hand,1780,0,7,98,0,
superior,superior,1782,0,5,69,0,
integrity,integr,1783,0,3,30,0,
pocket,pocket,1785,0,4,57,0,
marmoleum,marmoleum,1788,0,4,70,1,
discovered,discov,1789,0,3,54,0,
handsome,handsom,1791,0,3,52,0,
stream,stream,1793,0,10,133,1,
ponds,pond,1794,0,4,55,1,
ceramic,ceram,1797,0,5,87,1,
cup,cup,1800,0,3,63,1,
columbia,columbia,1801,0,3,26,1,
youve,youv,1802,0,14,309,0,
yesteryear,yesteryear,1803,0,2,32,1,
continue,continu,1804,0,2,29,0,
gatherings,gather,1805,0,3,60,0,
intimate,intim,1806,0,7,153,1,
oven,oven,1807,0,4,60,1,
microwave,microwav,1808,0,7,165,1,
casual,casual,1809,0,3,37,1,
polished,polish,1811,0,8,128,1,
flanked,flank,1813,0,5,91,1,
zen,zen,1814,0,3,66,1,
fountain,fountain,1815,0,3,52,1,
proximity,proxim,1816,0,3,50,1,
something,someth,1817,0,4,84,0,
drink,drink,1823,0,3,39,1,
catch,catch,1825,0,3,26,0,
airport,airport,1828,0,4,52,1,
about,about,1830,0,6,85,0,
sip,sip,1837,0,4,67,0,
mind,mind,1840,0,3,32,0,
appreciate,appreci,1842,0,3,64,0,
structure,structur,1845,0,8,109,0,
1st,1st,1847,0,4,70,1,
sizable,sizabl,1848,0,4,81,0,
yoga,yoga,1849,0,2,39,1,
such,such,1852,0,5,47,0,
know,know,1856,0,5,97,0,
certified,certifi,1858,0,2,31,0,
sunrise,sunris,1863,0,2,31,1,
whatever,whatev,1864,0,9,91,0,
quintessential,quintessenti,1867,0,3,29,1,
rapid,rapid,1868,0,6,111,0,
greenwood,greenwood,1869,0,4,49,1,
term,term,1870,0,10,257,0,
hold,hold,1871,0,3,34,0,
swing,swing,1874,0,3,49,1,
bertazzoni,bertazzoni,1875,0,3,36,1,
explore,explor,1878,0,2,25,1,
apos,apo,1888,0,4,26,1,
irrigation,irrig,1889,0,10,67,1,
discovery,discoveri,1890,0,3,39,1,
pizza,pizza,1892,0,7,136,1,
stroll,stroll,1894,0,3,27,1,
magnolia,magnolia,1895,0,11,212,1,
grab,grab,1896,0,28,425,0,
starbucks,starbuck,1898,0,2,26,0,
gracious,graciou,1900,0,3,48,0,
nanny,nanni,1901,0,13,400,1,
hardwds,hardwd,1902,0,3,44,1,101
courtyard,courtyard,1905,0,4,60,1,
grassy,grassi,1906,0,7,153,1,
goes,goe,1907,0,3,38,0,
yourself,yourself,1908,0,3,40,0,
sandstone,sandston,1910,0,5,75,1,
exercise,exercis,1911,0,5,40,1,
hip,hip,1912,0,4,68,1,
authentic,authent,1913,0,7,114,1,
slope,slope,1915,0,3,34,1,
protected,protect,1916,0,6,78,1,
manicured,manicur,1920,0,4,68,1,
finest,finest,1921,0,5,103,0,
six,six,1923,0,4,84,0,
burner,burner,1924,0,3,26,1,
playground,playground,1927,0,5,75,1,
made,made,1929,0,5,81,0,
sleek,sleek,1930,0,7,82,0,
accommodating,accommod,1933,0,9,110,1,
dacor,dacor,1937,0,4,63,0,
black,black,1938,0,3,34,1,
honed,hone,1939,0,2,44,1,
steam,steam,1940,0,4,50,1,
pristine,pristin,1942,0,3,43,0,
sunshine,sunshin,1943,0,6,97,1,90
baker,baker,1944,0,3,49,1,
seamlessly,seamlessli,1955,0,10,211,0,
cooler,cooler,1956,0,5,98,1,
dues,due,1958,0,3,25,0,
ultimate,ultim,1959,0,3,31,0,
condo,condo,1960,0,4,45,1,
alternative,altern,1961,0,6,98,0,
breathtaking,breathtak,1962,0,5,96,0,
directly,directli,1964,0,8,99,0,
dutch,dutch,1966,0,4,53,0,
queen,queen,1968,0,5,99,1,
anne,ann,1969,0,15,336,1,
bank,bank,1972,0,15,339,1,
changing,chang,1973,0,9,76,0,
vashon,vashon,1975,0,4,46,1,
sea,sea,1984,0,4,35,1,
southwest,southwest,1987,0,4,52,1,
photos,photo,1990,0,3,32,0,
virtual,virtual,1995,0,15,75,0,
tour,tour,1996,0,5,39,0,
noted,note,1997,0,4,45,0,
architect,architect,1998,0,2,29,1,
cathedral,cathedr,2001,0,9,172,1,
bells,bell,2010,0,4,73,0,
whistles,whistl,2011,0,3,31,0,
attention,attent,2018,0,5,97,0,
socks,sock,2019,0,7,164,0,
bluff,bluff,2020,0,2,28,1,
before,befor,2021,0,3,27,0,
outstanding,outstand,2024,0,4,40,0,
unwind,unwind,2026,0,5,107,0,
extremely,extrem,2027,0,3,27,0,
birds,bird,2029,0,3,39,1,
cement,cement,2033,0,2,37,1,
pit,pit,2034,0,3,27,0,
leave,leav,2035,0,7,96,0,
surfaces,surfac,2037,0,6,80,0,
balance,balanc,2053,0,4,57,0,
treed,treed,2056,0,3,37,1,
eagles,eagl,2059,0,3,29,1,
canvas,canva,2060,0,3,26,1,
glorious,gloriou,2066,0,3,44,0,
mechanicals,mechan,2070,0,3,56,1,
lift,lift,2072,0,2,32,0,
treasures,treasur,2073,0,3,38,1,
shutters,shutter,2080,0,5,67,1,
sky,sky,2083,0,4,50,1,
blank,blank,2084,0,4,55,0,
dynamic,dynam,2090,0,4,42,0,
mosaic,mosaic,2095,0,9,223,1,
elements,element,2097,0,3,37,1,
butcher,butcher,2098,0,5,60,1,
really,realli,2100,0,4,68,0,
westwood,westwood,2102,0,3,53,1,
were,were,2110,0,3,44,0,
al,al,2112,0,2,47,0,
eastside,eastsid,2114,0,5,60,1,
english,english,2115,0,6,66,1,
become,becom,2118,0,3,41,0,
sep,sep,2121,0,3,40,0,
rebuilt,rebuilt,2122,0,4,54,1,
bsmnt,bsmnt,2130,0,6,87,1,178
bdr,bdr,2132,0,5,78,1,82
installed,instal,2134,0,6,67,1,
visit,visit,2138,0,3,40,0,
turnkey,turnkei,2140,0,4,69,1,
bookshelves,bookshelv,2141,0,5,69,1,
buy,bui,2142,0,5,64,1,
me,me,2143,0,9,129,0,
dated,date,2145,0,12,58,0,
seaview,seaview,2146,0,3,29,1,
flexible,flexibl,2147,0,4,40,0,
cooktop,cooktop,2150,0,6,130,1,
grill,grill,2151,0,3,59,1,
mkt,mkt,2157,0,2,39,1,1023
nearly,nearli,2159,0,3,32,0,
yd,yd,2160,0,7,90,1,56
chicken,chicken,2161,0,4,69,1,
neighbor,neighbor,2163,0,3,50,1,
min,min,2166,0,10,145,0,
approx,approx,2167,0,11,192,0,
pretty,pretti,2169,0,3,48,1,
practical,practic,2170,0,4,60,1,
picket,picket,2171,0,4,51,1,
behind,behind,2174,0,4,60,0,
matches,match,2176,0,6,70,0,
belvidere,belvider,2179,0,3,31,1,
preserved,preserv,2180,0,5,84,0,
dry,dry,2181,0,5,85,1,
soothing,sooth,2183,0,4,63,0,
hutch,hutch,2186,0,3,27,1,
crisp,crisp,2190,0,3,51,1,
thoughtfully,thoughtfulli,2192,0,3,62,0,
unlimited,unlimit,2193,0,7,165,0,
tremendous,tremend,2197,0,2,32,0,
ste,ste,2199,0,5,62,0,
lwr,lwr,2205,0,3,40,0,
lvl,lvl,2206,0,4,55,0,
tandem,tandem,2207,0,6,100,0,
boundary,boundari,2212,0,5,66,1,
radiates,radiat,2216,0,3,40,1,
purpose,purpos,2219,0,3,36,0,
million,million,2224,0,5,91,0,
unbeatable,unbeat,2225,0,4,44,0,
dt,dt,2226,0,2,38,0,
interests,interest,2230,0,4,50,0,
native,nativ,2235,0,2,35,1,
pub,pub,2236,0,3,45,0,
replaced,replac,2237,0,6,72,0,
oozing,ooz,2238,0,4,65,0,
button,button,2240,0,3,34,0,
warmth,warmth,2242,0,3,37,1,
bellevue,bellevu,2247,0,5,74,1,
facility,facil,2252,0,7,75,0,
japanese,japanes,2256,0,2,30,1,
maximizes,maxim,2263,0,2,34,0,
numerous,numer,2264,0,3,56,0,
pc,pc,2268,0,6,100,0,
thoroughly,thoroughli,2271,0,3,48,0,
spilling,spill,2272,0,2,25,0,
gaze,gaze,2273,0,3,34,1,
madison,madison,2276,0,2,27,1,
picturesque,picturesqu,2279,0,8,178,1,
playfield,playfield,2280,0,6,84,1,
sumptuous,sumptuou,2282,0,4,71,0,
2br,2br,2284,0,5,73,0,82
scaled,scale,2288,0,4,50,0,
stage,stage,2290,0,4,40,1,
sunlight,sunlight,2291,0,3,37,1,90
lk,lk,2292,0,6,90,1,284
daily,daili,2296,0,6,103,1,
sub,sub,2306,0,2,29,0,
environment,environ,2312,0,7,95,1,
canal,canal,2313,0,2,26,1,
locks,lock,2315,0,4,60,1,
bridge,bridg,2316,0,4,73,1,
beckons,beckon,2319,0,7,118,0,
cheery,cheeri,2322,0,3,34,0,
believe,believ,2323,0,3,54,0,
waterfalls,waterfal,2324,0,2,27,1,
dreamy,dreami,2326,0,3,33,0,
mostly,mostli,2328,0,4,50,0,
adorned,adorn,2339,0,4,71,0,
renowned,renown,2342,0,3,46,0,
memories,memori,2344,0,2,30,0,
orig,orig,2345,0,3,33,1,117
gazebo,gazebo,2346,0,3,48,1,
www,www,2352,0,4,52,0,
intact,intact,2354,0,6,63,0,
pot,pot,2358,0,10,191,0,
thermal,thermal,2359,0,3,42,1,
same,same,2361,0,4,32,0,
alcove,alcov,2364,0,7,136,1,
limestone,limeston,2365,0,3,43,1,
untouched,untouch,2366,0,3,48,0,
toilet,toilet,2368,0,3,25,1,
birch,birch,2369,0,3,53,1,
rain,rain,2370,0,2,32,1,
premiere,premier,2373,0,3,67,0,
hall,hall,2375,0,5,53,1,
study,studi,2378,0,5,76,1,
lounging,loung,2383,0,3,77,0,
fits,fit,2384,0,4,51,0,
project,project,2386,0,5,74,0,
further,further,2387,0,6,98,0,
marina,marina,2389,0,3,43,1,
shopprop,shopprop,2391,0,4,47,1,
we,we,2392,0,15,89,0,
our,our,2393,0,11,112,0,
commission,commiss,2394,0,7,64,0,
mls,ml,2395,0,4,26,0,
company,compani,2397,0,4,39,1,
per,per,2403,0,7,58,0,
nwmls,nwml,2404,0,4,58,0,
rule,rule,2405,0,4,34,0,
advertising,advertis,2407,0,4,32,0,
brokered,broker,2409,0,7,76,0,
prop,prop,2410,0,5,57,0,
brilliant,brilliant,2411,0,6,34,0,
far,far,2412,0,4,40,0,
draw,draw,2417,0,3,32,0,
restful,rest,2425,0,2,29,1,
buslines,buslin,2431,0,3,56,1,171
townhome,townhom,2432,0,3,43,1,
quick,quick,2433,0,5,51,0,
miele,miel,2435,0,10,185,1,
wedgwood,wedgwood,2436,0,4,50,1,1652
membership,membership,2442,0,9,213,0,
wedgewood,wedgewood,2445,0,3,46,1,
maximum,maximum,2447,0,5,25,0,
hm,hm,2452,0,3,48,0,
bthrms,bthrm,2453,0,5,72,1,358
spring,spring,2461,0,3,45,1,
mud,mud,2462,0,6,65,1,
jewel,jewel,2463,0,5,125,0,
everyday,everydai,2465,0,3,60,0,
adventures,adventur,2466,0,4,66,0,
social,social,2470,0,4,55,1,
improved,improv,2471,0,3,39,0,
case,case,2473,0,9,113,1,
frml,frml,2476,0,3,36,0,99
foundation,foundat,2483,0,5,70,1,
significant,signific,2494,0,4,62,0,
pre,pre,2506,0,2,35,0,
visions,vision,2507,0,5,59,0,
expense,expens,2510,0,4,87,0,
spared,spare,2511,0,4,67,0,
verify,verifi,2516,0,4,45,0,
d,d,2522,0,6,84,0,
husky,huski,2528,0,9,194,1,
stadium,stadium,2529,0,3,28,1,
lavish,lavish,2530,0,4,43,0,
oh,oh,2533,0,7,84,0,
matthews,matthew,2535,0,4,32,1,
idyllic,idyl,2536,0,7,100,0,
producing,produc,2537,0,5,56,0,
pear,pear,2542,0,3,29,1,
offstreet,offstreet,2550,0,3,23,1,
shines,shine,2553,0,2,32,0,
distinctive,distinct,2554,0,8,132,0,
dormer,dormer,2568,0,5,64,1,
zoo,zoo,2569,0,2,23,1,
herbs,herb,2570,0,7,106,1,
bistros,bistro,2575,0,2,35,1,
friends,friend,2576,0,3,28,1,
hardware,hardwar,2578,0,10,195,1,
perennial,perenni,2580,0,4,79,1,
sconces,sconc,2584,0,5,77,1,
stellar,stellar,2585,0,3,29,0,
orientation,orient,2586,0,3,32,0,
shake,shake,2587,0,3,39,0,
mere,mere,2590,0,2,27,0,
demand,demand,2602,0,2,27,0,
enough,enough,2609,0,4,89,0,
victorian,victorian,2612,0,7,129,1,
china,china,2613,0,3,63,1,
ave,av,2615,0,4,36,1,
lends,lend,2617,0,10,191,0,
ideas,idea,2619,0,3,50,0,
history,histori,2621,0,3,38,0,
movie,movi,2624,0,3,49,1,
how,how,2625,0,6,78,0,
historichomesinseattle,historichomesinseattl,2631,0,4,58,1,
amazon,amazon,2633,0,5,31,1,
am,am,2635,0,3,29,0,
people,peopl,2639,0,4,27,0,
my,my,2641,0,3,26,0,
courtesy,courtesi,2643,0,14,70,0,
john,john,2644,0,3,32,0,
sand,sand,2664,0,4,57,1,
stars,star,2670,0,3,35,1,
hang,hang,2680,0,7,105,0,
nightlife,nightlif,2687,0,5,58,1,
coffered,coffer,2703,0,2,25,1,
known,known,2706,0,2,25,0,
llc,llc,2707,0,5,25,0,
claw,claw,2710,0,3,27,1,
ez,ez,2718,0,3,47,0,
eye,ey,2727,0,5,75,0,
rated,rate,2734,0,5,49,0,
workbench,workbench,2740,0,7,41,1,
escape,escap,2742,0,3,35,0,
begin,begin,2743,0,4,38,0,
seamless,seamless,2759,0,3,40,0,
belt,belt,2763,0,6,48,0,
among,among,2771,0,3,27,0,
winding,wind,2772,0,4,32,0,
tiered,tier,2799,0,2,24,1,
tenant,tenant,2802,0,5,39,1,
playhouse,playhous,2811,0,3,25,1,
iron,iron,2813,0,3,48,1,
classy,classi,2828,0,4,86,0,
prominent,promin,2838,0,2,35,1,
king,king,2841,0,3,28,1,
nothing,noth,2842,0,3,39,0,
row,row,2843,0,4,100,1,
words,word,2861,0,3,39,0,
rooftop,rooftop,2865,0,5,58,1,
serve,serv,2866,0,7,113,0,
selected,select,2870,0,5,78,0,
ask,ask,2871,0,3,25,0,
unpainted,unpaint,2877,0,2,35,1,
address,address,2878,0,2,29,1,
stanford,stanford,2880,0,2,23,1,
earthquake,earthquak,2883,0,2,23,1,
retrofitting,retrofit,2884,0,3,44,1,
wolf,wolf,2885,0,3,68,1,
subzero,subzero,2893,0,7,137,1,
mill,mill,2894,0,3,45,0,
crystal,crystal,2895,0,4,70,1,
book,book,2896,0,2,28,1,
hook,hook,2897,0,6,92,1,
mini,mini,2901,0,3,27,0,
early,earli,2902,0,3,55,0,
blinds,blind,2909,0,4,46,0,
unfin,unfin,2911,0,4,71,0,
f,f,2919,0,3,27,0,
simple,simpl,2923,0,4,57,0,
21st,21st,2926,0,2,33,1,
soapstone,soapston,2937,0,2,32,1,
group,group,2949,0,3,30,0,
stairway,stairwai,2955,0,2,26,1,
trendy,trendi,2982,0,2,37,0,
plums,plum,2984,0,2,27,1,
toys,toi,2985,0,2,41,1,
growth,growth,2993,0,3,49,0,
plastered,plaster,3012,0,2,29,1,
positioned,posit,3013,0,2,28,1,
proportioned,proport,3018,0,3,43,1,
amount,amount,3019,0,4,38,1,
transformed,transform,3021,0,3,29,0,
golf,golf,3038,0,6,69,1,
international,intern,3039,0,7,140,1,
valley,vallei,3042,0,3,29,1,
record,record,3046,0,6,97,0,
class,class,3050,0,2,25,0,
entryway,entrywai,3058,0,3,36,0,
wndws,wndw,3059,0,2,48,1,79
doorknobs,doorknob,3065,0,2,27,1,
upside,upsid,3085,0,4,26,1,
salmon,salmon,3086,0,3,36,1,
boutique,boutiqu,3098,0,5,54,1,
refined,refin,3101,0,4,48,0,
qa,qa,3105,0,4,56,0,
celebrations,celebr,3110,0,7,114,1,
seen,seen,3114,0,2,36,0,
direct,direct,3118,0,5,35,0,
raspberries,raspberri,3130,0,6,90,1,
sprawling,sprawl,3137,0,3,27,1,
underground,underground,3144,0,4,37,1,
addtl,addtl,3146,0,4,31,0,
m,m,3147,0,3,26,0,
substantially,substanti,3149,0,3,40,0,
glowing,glow,3152,0,2,26,0,
sunken,sunken,3154,0,3,31,0,
sylvan,sylvan,3157,0,6,51,1,
fplcs,fplc,3162,0,2,25,1,89
expect,expect,3165,0,3,59,0,
extraordinary,extraordinari,3167,0,4,34,0,
contractor,contractor,3181,0,3,45,1,
shade,shade,3182,0,2,38,1,
sweat,sweat,3184,0,4,51,0,
forest,forest,3188,0,3,46,1,
jefferson,jefferson,3193,0,3,42,1,
course,cours,3194,0,4,59,1,
pouring,pour,3205,0,2,29,1,
faucet,faucet,3206,0,2,37,1,
prkg,prkg,3213,0,3,30,1,883
past,past,3216,0,3,29,0,
filter,filter,3219,0,5,74,1,
someone,someon,3220,0,2,38,0,
seatac,seatac,3232,0,3,26,1,
surprisingly,surprisingli,3234,0,3,26,0,
benefit,benefit,3235,0,3,32,0,
malls,mall,3240,0,3,33,1,
apt,apt,3241,0,4,76,1,294
soon,soon,3242,0,5,45,0,
satisfaction,satisfact,3248,0,4,42,0,
vacant,vacant,3249,0,4,35,1,
yrd,yrd,3257,0,5,34,1,56
applcs,applc,3261,0,4,31,1,91
incredibly,incredibli,3265,0,4,46,0,
grass,grass,3267,0,3,36,1,
approximately,approxim,3269,0,3,35,0,
anywhere,anywher,3271,0,2,23,0,
carefully,carefulli,3278,0,2,28,0,
buffet,buffet,3282,0,4,39,1,
drip,drip,3288,0,2,35,0,
windermere,windermer,3290,0,4,30,1,
met,met,3291,0,4,29,0,
storm,storm,3292,0,4,56,0,
sunlit,sunlit,3293,0,2,36,1,90
redesigned,redesign,3304,0,3,33,1,
arboretum,arboretum,3305,0,3,29,1,
laurelhurst,laurelhurst,3307,0,6,113,1,
mean,mean,3316,0,9,140,0,
sure,sure,3317,0,3,36,0,
i5,i5,3319,0,4,65,1,
express,express,3320,0,6,60,1,
accessory,accessori,3330,0,4,47,0,
sharp,sharp,3332,0,2,26,0,
hwy,hwy,3333,0,3,26,1,
less,less,3334,0,4,71,0,
slu,slu,3360,0,5,89,0,
bordered,border,3368,0,5,43,1,
revival,reviv,3372,0,3,44,0,
skip,skip,3373,0,4,34,0,
contained,contain,3393,0,3,31,0,
ribbon,ribbon,3411,0,2,33,0,
why,why,3418,0,3,37,0,
flair,flair,3421,0,5,32,0,
collect,collect,3425,0,3,53,0,
pvt,pvt,3430,0,3,25,1,
college,colleg,3436,0,3,31,1,
northgate,northgat,3437,0,2,29,1,
pinehurst,pinehurst,3439,0,7,144,1,
pavers,paver,3444,0,4,36,1,
curved,curv,3447,0,2,27,0,
desk,desk,3449,0,2,29,1,
prof,prof,3450,0,3,53,0,
chimney,chimnei,3452,0,3,30,1,
dazzling,dazzl,3459,0,2,48,0,
spread,spread,3463,0,4,28,0,
koi,koi,3466,0,2,26,1,
dock,dock,3472,0,3,25,1,
ambiance,ambianc,3473,0,6,64,1,
ext,ext,3476,0,3,37,0,
display,displai,3484,0,4,69,0,
financing,financ,3491,0,3,39,1,
edge,edg,3495,0,7,25,0,
priv,priv,3505,0,2,29,1,45
complementing,complement,3534,0,2,35,0,
tone,tone,3548,0,2,37,0,
them,them,3562,0,3,42,0,
pop,pop,3564,0,4,32,0,
interbay,interbai,3566,0,2,32,1,
plantation,plantat,3572,0,2,30,1,
blvd,blvd,3575,0,4,26,1,1155
immediate,immedi,3587,0,3,32,0,
proud,proud,3603,0,3,35,1,2
yes,ye,3609,0,2,27,0,
1bath,1bath,3616,0,5,53,1,358
fin,fin,3621,0,2,25,0,
bkyd,bkyd,3622,0,3,37,1,56
compelling,compel,3624,0,3,32,0,
rustic,rustic,3637,0,3,40,1,
cat,cat,3681,0,2,30,0,
canopy,canopi,3695,0,3,42,1,
int,int,3705,0,2,35,0,
deluxe,delux,3711,0,3,36,1,
stylishly,stylishli,3713,0,2,33,0,
cash,cash,3718,0,4,27,1,
saves,save,3755,0,5,26,0,
berry,berri,3784,0,3,34,1,
capitol,capitol,3800,0,2,31,1,
internet,internet,3810,0,6,158,1,
x,x,3824,0,3,34,0,
river,river,3836,0,6,52,1,
hub,hub,3838,0,2,29,1,
hawthorn,hawthorn,3873,0,2,32,1,
core,core,3877,0,4,53,0,
blaine,blain,3894,0,2,25,1,
divided,divid,3907,0,3,27,0,
seward,seward,3911,0,4,48,1,
eco,eco,3918,0,15,248,1,
tri,tri,3928,0,3,34,0,
hillside,hillsid,3933,0,3,40,0,
75ba,75ba,3936,0,3,38,1,358
dollars,dollar,3985,0,2,29,1,1916
broadmoor,broadmoor,4016,0,4,39,1,
chandeliers,chandeli,4019,0,2,32,1,
shore,shore,4025,0,3,29,1,
decade,decad,4055,0,3,34,0,
hedge,hedg,4071,0,5,30,1,
repair,repair,4110,0,2,25,0,
imported,import,4112,0,3,30,1,
solidly,solidli,4120,0,3,26,0,
jackson,jackson,4147,0,3,38,1,
thornton,thornton,4148,0,3,34,1,
once,onc,4149,0,4,30,0,
leaf,leaf,4179,0,5,63,1,
victory,victori,4181,0,10,276,1,
portage,portag,4191,0,3,33,1,
4bd,4bd,4245,0,2,46,1,82
name,name,4259,0,2,30,0,
costs,cost,4266,0,4,34,1,
eastern,eastern,4269,0,3,26,1,
appears,appear,4309,0,3,25,0,
wont,wont,4360,0,3,28,0,
happy,happi,4361,0,4,28,0,
tech,tech,4411,0,3,48,1,
juliet,juliet,4416,0,3,35,0,
tangletown,tangletown,4432,0,2,27,1,
lifetime,lifetim,4450,0,6,117,0,
highland,highland,4460,0,3,40,1,
judkins,judkin,4469,0,4,61,1,
artisan,artisan,4488,0,3,24,1,
volunteer,volunt,4517,0,2,25,1,
composite,composit,4523,0,2,29,1,
taken,taken,4672,0,4,55,0,
2bd,2bd,4796,0,3,52,1,82
deco,deco,5017,0,3,25,0,
cluster,cluster,5090,0,2,28,0,
clad,clad,5124,0,2,25,0,
haller,haller,5284,0,2,25,0,
aurora,aurora,5453,0,4,65,1,
montlake,montlak,5507,0,2,29,1,